ligand,receptor,source
LOC101256677,LOC101245944,orthologs
LOC101256677,LOC101245944,orthologs
LOC101256677,LOC101245944,orthologs
LOC101256677,LOC101245944,orthologs
LOC101256677,LOC101245944,orthologs
LOC101256677,LOC101245944,orthologs
LOC101256039,LOC101245944,orthologs
LOC101256039,LOC101245944,orthologs
LOC101256039,LOC101245944,orthologs
LOC101256039,LOC101245944,orthologs
LOC101256039,LOC101245944,orthologs
LOC101252775,LOC101245944,orthologs
LOC101252775,LOC101245944,orthologs
LOC101252775,LOC101245944,orthologs
LOC101252775,LOC101245944,orthologs
LOC101252775,LOC101245944,orthologs
LOC101250243,LOC101245944,orthologs
LOC101250243,LOC101245944,orthologs
LOC101250243,LOC101245944,orthologs
LOC101250243,LOC101245944,orthologs
LOC101250243,LOC101245944,orthologs
LOC101250057,LOC101245944,orthologs
LOC101250057,LOC101245944,orthologs
LOC101250057,LOC101245944,orthologs
LOC101250057,LOC101245944,orthologs
LOC101250057,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248858,LOC101245944,orthologs
LOC101248854,LOC101245944,orthologs
LOC101248854,LOC101245944,orthologs
LOC101248854,LOC101245944,orthologs
LOC101248854,LOC101245944,orthologs
LOC101248854,LOC101245944,orthologs
LOC101247318,LOC101245944,orthologs
LOC101247318,LOC101245944,orthologs
LOC101247318,LOC101245944,orthologs
LOC101247318,LOC101245944,orthologs
LOC101247318,LOC101245944,orthologs
Hsp90-1,LOC101245944,orthologs
Hsp90-1,LOC101245944,orthologs
Hsp90-1,LOC101245944,orthologs
Hsp90-1,LOC101245944,orthologs
Hsp90-1,LOC101245944,orthologs
HSC80,LOC101245944,orthologs
HSC80,LOC101245944,orthologs
HSC80,LOC101245944,orthologs
HSC80,LOC101245944,orthologs
HSC80,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
GPA1,LOC101245944,orthologs
LOC101262728,LOC101245803,orthologs
LOC101258436,LOC101245803,orthologs
LOC101254854,LOC101245803,orthologs
TMP,LOC101245615,orthologs
#N/A,LOC101245471,orthologs
LOC109121376,LOC101245471,orthologs
LOC101266570,LOC101245471,orthologs
LOC101263181,LOC101245471,orthologs
LOC101258317,LOC101245471,orthologs
LOC101257904,LOC101245471,orthologs
LOC101255057,LOC101245471,orthologs
LOC101253788,LOC101245471,orthologs
LOC101250773,LOC101245471,orthologs
LOC101249884,LOC101245471,orthologs
LOC101246033,LOC101245471,orthologs
LOC101243964,LOC101245471,orthologs
LTC,LOC101245405,orthologs
LOC101264872,LOC101245324,orthologs
Sl3-MMP,LOC101245221,orthologs
Sl3-MMP,LOC101245221,orthologs
LOC100134910,LOC101245117,orthologs
LOC101266404,LOC101244987,orthologs
LOC101266404,LOC101244987,orthologs
LOC101255894,LOC101244987,orthologs
LOC101254670,LOC101244979,orthologs
LOC101254670,LOC101244979,orthologs
LOC100134910,LOC101244979,orthologs
GP1,LOC101244973,orthologs
GP1,LOC101244973,orthologs
AROGP3,LOC101244973,orthologs
AROGP3,LOC101244973,orthologs
AROGP2,LOC101244973,orthologs
AROGP2,LOC101244973,orthologs
LOC101255894,LOC101244834,orthologs
GP1,LOC101244686,orthologs
GP1,LOC101244686,orthologs
AROGP3,LOC101244686,orthologs
AROGP3,LOC101244686,orthologs
AROGP2,LOC101244686,orthologs
AROGP2,LOC101244686,orthologs
Sl3-MMP,LOC101244667,orthologs
Sl3-MMP,LOC101244667,orthologs
LOC104649377,LOC101244640,orthologs
LOC104649377,LOC101244640,orthologs
LOC101261631,LOC101244640,orthologs
LOC101255239,LOC101244640,orthologs
LOC101248013,LOC101244640,orthologs
LOC101247519,LOC101244640,orthologs
SlArf/Xyl2,LOC101244616,orthologs
LOC101265794,LOC101244539,orthologs
LOC101253289,LOC101244440,orthologs
LOC101253289,LOC101244440,orthologs
EXP2,LOC101244440,orthologs
EXP2,LOC101244440,orthologs
LOC101260647,LOC101244370,orthologs
LOC101254426,LOC101244370,orthologs
LOC101252859,LOC101244370,orthologs
LOC101265606,LOC101244325,orthologs
LOC101264289,LOC101244325,orthologs
LOC101264289,LOC101244325,orthologs
LOC101253729,LOC101244325,orthologs
LOC101253431,LOC101244325,orthologs
LOC101253136,LOC101244325,orthologs
LOC101249763,LOC101244325,orthologs
LOC101259149,LOC101244277,orthologs
LOC101254426,LOC101244277,orthologs
LOC101252859,LOC101244277,orthologs
LOC101260989,LOC101244266,orthologs
LOC101260989,LOC101244266,orthologs
GP1,LOC101244232,orthologs
AROGP3,LOC101244232,orthologs
AROGP2,LOC101244232,orthologs
LOC101257273,LOC101244034,orthologs
LOC101256390,LOC101244034,orthologs
LOC101255802,LOC101244034,orthologs
LOC101255802,LOC101244034,orthologs
LOC101254968,LOC101244034,orthologs
Sl3-MMP,LOC101243937,orthologs
Sl3-MMP,LOC101243937,orthologs
mpka1;1,LOC101243937,orthologs
mpka1;1,LOC101243937,orthologs
MPK9,LOC101243937,orthologs
MPK3,LOC101243937,orthologs
MAPK5,LOC101243937,orthologs
MAPK4,LOC101243937,orthologs
LOC104649482,LOC101243937,orthologs
LOC104649482,LOC101243937,orthologs
LOC104649482,LOC101243937,orthologs
LOC101266778,LOC101243937,orthologs
LOC101266127,LOC101243937,orthologs
LOC101264890,LOC101243937,orthologs
LOC101264183,LOC101243937,orthologs
LOC101262050,LOC101243937,orthologs
LOC101262003,LOC101243937,orthologs
LOC101259591,LOC101243937,orthologs
LOC101258128,LOC101243937,orthologs
LOC101256039,LOC101243937,orthologs
LOC101248858,LOC101243937,orthologs
LOC101248858,LOC101243937,orthologs
LOC101248858,LOC101243937,orthologs
LOC101248858,LOC101243937,orthologs
Hsp90-1,LOC101243937,orthologs
HSC80,LOC101243937,orthologs
LOC101253289,LOC101243847,orthologs
EXP2,LOC101243847,orthologs
LOC101265606,LOC101243745,orthologs
LOC101264289,LOC101243745,orthologs
LOC101264289,LOC101243745,orthologs
LOC101253729,LOC101243745,orthologs
LOC101253431,LOC101243745,orthologs
LOC101253136,LOC101243745,orthologs
LOC101249763,LOC101243745,orthologs
LOC101265285,LOC101055582,orthologs
LOC104645933,LOC101055499,orthologs
LOC101246033,LOC100736527,orthologs
LOC101253176,LOC100736485,orthologs
LOC101252520,LOC100736485,orthologs
LOC101245017,LOC100736485,orthologs
LOC101245017,LOC100736483,orthologs
LOC101268446,LOC100529106,orthologs
LOC101252788,LOC100529106,orthologs
LOC101248013,LOC100529106,orthologs
LOC101247352,LOC100529106,orthologs
LOC109121376,LOC100529103,orthologs
LOC101266570,LOC100529103,orthologs
LOC101259643,LOC100529103,orthologs
LOC101257269,LOC100529103,orthologs
LOC101253788,LOC100529103,orthologs
LOC101249542,LOC100529103,orthologs
LOC101249146,LOC100529103,orthologs
AGAL,LOC100529103,orthologs
SlCKX7,LOC100527965,orthologs
LOC101266778,LOC100037509,orthologs
LOC101258317,LHA4,orthologs
LOC101266502,LeSUT1,orthologs
LOC101266502,LeSUT1,orthologs
LOC101266209,LeSUT1,orthologs
LOC101266209,LeSUT1,orthologs
LOC101266209,LeSUT1,orthologs
LOC101268446,LeAMT1;1,orthologs
LOC101268446,LeAMT1;1,orthologs
LOC101247352,LeAMT1;1,orthologs
LOC101247352,LeAMT1;1,orthologs
LOC101264105,JERF1,orthologs
LOC101243640,JERF1,orthologs
LTC,ht2,orthologs
LOC109121376,ht2,orthologs
LOC101266570,ht2,orthologs
LOC101253788,ht2,orthologs
LOC101250409,ht2,orthologs
TBG3,ht1,orthologs
TBG1,ht1,orthologs
LOC101258163,ht1,orthologs
LOC109121376,GPA1,orthologs
LOC109121376,GPA1,orthologs
LOC101266570,GPA1,orthologs
LOC101266570,GPA1,orthologs
LOC101260989,GPA1,orthologs
LOC101260989,GPA1,orthologs
LOC101253788,GPA1,orthologs
LOC101253788,GPA1,orthologs
SlArf/Xyl1,GAL83,orthologs
LOC101268139,ER43,orthologs
LOC101266933,ER43,orthologs
LOC101260592,CURL3,orthologs
LOC101254426,COBRA-like,orthologs
LOC101254426,COBRA-like,orthologs
LOC101252859,COBRA-like,orthologs
LOC101252859,COBRA-like,orthologs
LOC101247352,COBRA-like,orthologs
LOC101247352,COBRA-like,orthologs
LOC104645933,CLV2,orthologs
LOC101260647,Cel3,orthologs
LOC101254426,Cel3,orthologs
LOC101252859,Cel3,orthologs
LOC101267190,ca2,orthologs
LOC101253176,Bti9,orthologs
LOC101252520,Bti9,orthologs
LOC101245017,Bti9,orthologs
LOC101246033,aquaporin,orthologs
LOC101268446,Aqp2,orthologs
LOC101268139,Aqp2,orthologs
LOC101263181,Aqp2,orthologs
LOC101254426,Aqp2,orthologs
LOC101252859,Aqp2,orthologs
LOC101250773,Aqp2,orthologs
LOC101249884,Aqp2,orthologs
LOC101247352,Aqp2,orthologs
LOC778315,LOC101257150,literature
